V1Mint,CoreAsset,V1Name,CoreName,Method,V1Owner,CoreOwner,MigrationTx
GyUF3aFR4SYBZwHz2N6fWDD4Vg1Si8kPPruHvzbC9pks,3Vfgjm93QyT3GGtZyPDfeE8qtc97WaM8ui4VbKZmw4P6,Aurorian #6260,Aurorian #6260,trace,7Andq7R651RgkuF1hGXhNMgWFimUNjGu2dFSd65THhKg,88gNHWScPbq75QunYtRi84YqvKwJZ1cjmqrF7chp8VXo,67RKDQbPyN3Q4aMsKZTqXMwVA5TTXTsBPMDeELLg4urwiaYqptMzVMX7xTcJpdBniy5N3VBt9x3nDopbyQquojgK
4vvdC2VKAPN5uZNjyDsjfQrSCPCw4xadA2LmyJZCi6RJ,7GNs5ASYHUtVzegz4MhTcGqbZhe5UX6J8Un2rPQoK1mw,Aurorian #9310,Aurorian #9310,trace,4U4fVr7f3be5UWE4TCq1qzibspgLorXCfE3dhvxCoRJU,5ALm63hG9ktT51AzeVj18PdMoCh5nWTCoNnp2ThGe4ua,5XLnvKAucHHBY3WmPcMEu6EfdAYeSrZUKtiEax5fazrv7bXM19GeLRDcf8NiEr6ti2JPFESzqCrUCtYvG6oCsHWv
ELCxJ3qTiu3NUkesGcVq7uvq5TL8FxKP7hhgh1x9f1Cu,3D3BhmysdqmUct51a95kEeJ9eG6dLU8wrGsK1bRLLQAf,Aurorian #6793,Aurorian #6793,trace,CtVYZgWtw2x8ZNK4Ur3ZFBgu9M4DAV5GVnVEwGwoEL1j,5wceam6f3i2PNykKQkomeord2dhxsmyTEaEFxVLVaegM,46M9CfMnZhJsTXJ5fHVxZFVkqqLsxw2TEJNLpf5CveZstvw1171YNrSKwGb9dH6n34EhyF1xLfkfP3dZLRhhwzW2
F9V6dyjMcF7KSEjBsbNDyqdDcmLGBMoSp6shXREVb2Sd,7eVB7NrCNvoGazJNSPgWACbXjPQ3vU7xwtLAXejxmp7C,Aurorian #3888,Aurorian #3888,trace,3bALH3KnJwfya3e773aWxcpwC2xhmJ7vxcYrrAq9TBpw,3tdbuQvNKPXQZPiQNSzXdq8uVVZe59dgCF74sEfg3Qw2,xhxzGZ4YkuXazZ9q8q6H9Nh5YYAW8i1tWAjxVi8U4Sbu6er9BfRAmtjLfaQG32Zsyteo9icEpNRR9ePLfd2BHtN
5YCrkd52abLsZHi3DCFpGh1uFZzyjkgZRAh6qmiZtvFE,9RifkCcYQXTukkEN49W6cy99Wn9VoaWHex2465rYa2WF,Aurorian #9946,Aurorian #9946,trace,AseksRRVMttgEGDQ5Nmg6XFSbztikNXoLNTFDSUQN8AU,5fF87PrqUvxqTWEB6hXF9rPFKnR3yPzzxXiCwbzYWK6B,22cm13mBB8H4vUwRbS1yt6y8Q5uEqt9z4iqcYj2LFhmqyTtwjJW7HhJqykhtJAJdJdXgwT87uERbijUDcM4vVvM4
F8ZHQKUSpAaT3yvSLXd34dgzvhHz32ThjnbSC9QGygM4,EHCEzt8BgTanqCkksnZVwXpPNoDxmxQVxpQNtdcendWn,Aurorian #9701,Aurorian #9701,trace,2GtuXVXGKntWLndnFfN5CdqfGHeyrGMPTPiSqc9QaCTo,2CApC5Kt9WawmvvZNjHvedpT3adrrXKJBG7JQSSb6YYe,41HYRaixqn16DycibtMPbZ5nFAY8nFcWDnqQ9kBPicdefejQazTnDmAit4Xiwf5xf7SrYUS3nJgRVg5v9nGSBZ8p
BesRo4Vh4z3YcuGQ1hD4EyPj1ZHgbpFTNEXjkJeEtUwH,CH96RDRN7nZSrVdpGG1Un3jYjNwtVJatSYHkmZNUgmPg,Aurorian #2790,Aurorian #2790,trace,AzotmRTSJYXXRbSjSGnRsjvPKQ17KqRYQ4Msvjmqg12k,aumuHzMdUFiFCvJ7kk1djU4CViSzxJk3FjXTXgvdNZn,3wNtjobrS94N9TL8fKw4LcCLmaRp4iFDAUVykNx7vm1jk9niBdBwcLtB3Emiwy6pyLTzJCksSpECdTWE1Mpegpu
38JBB9DV64DwUgdogSPQ4A36UmgWG5AwhAaJL5QFgfRc,7HS72g9beKY2o1dDSKSkxNk6eM7ZcgCtztCZtMsYLjN2,Aurorian #8478,Aurorian #8478,trace,BPyjzVTjZJ6HvvzbNGbcyctnbyDWgyHTJvuiiSMCuz3x,BPyjzVTjZJ6HvvzbNGbcyctnbyDWgyHTJvuiiSMCuz3x,46QpL9X6hUwCnZu1B5u2QGLTDT5v43vkA3d9jfWndM4Hs3WbMacYQVBr73cAz1UGX9D9pijhX5ycJPjLaTPvaXML
8TmWPeeEw4mYnf2tHKVbKedqiaamPnVM7XiyfrtkQRaV,3ywyS62KR8TjUE74T7PjgUkMGa8jUTjTbiF9rm2wU1Yq,Aurorian #1011,Aurorian #1011,trace,CCsL8y4VtbTHwWNDMGRVUb7SnVbvrWYxs2mpRyNMh7XY,EBQ1krhruYwgaeS6C3yvE5VMGPwZaLYaXfJJBxyqLMbp,3nCT1YhksJ2JRdZN1VkBLZzgGVqDxKyp7EM7KHq182vwSviuK9MNn99o4jfd8JmkMRy1sTyrMckCk3AussV2A1aM
EfJyHkzsF8dENyjUwQL4z2TfQpMETafUoVbEuMZTcfFV,2wkLkFBsm5xrJEAza8PUFcrpKXiv2SgRZWaXCZ91QjJj,Aurorian #7993,Aurorian #7993,trace,FSEchJ7Qjmztczrxmew2XT7A5qEZqVr7GW5AEuAVH4rx,3Q6tfp9reCuMaRTzyfptBtoDZRyN2EPcN5iwcHNcDETW,LEozKt3JUt5YGZrzv44S88jhhXkSB48CAzcRWjmMZfTw5DEhuxRAkk2p94qfjU9ErRd9fm5YEPYb7zMJW3MfL68
3b6nvhvXL1Wunz7U1ud9t2HwG8V1u839oRVBUJDZwFXz,9yeXR2BoR4bAxiHfW4kKwYoe93Ka6dUNxo3d7Hwkne9v,Aurorian #2341,Aurorian #2341,trace,A3cZws9dKxN83PTktu4vmKtiK9HjtTpXtsRr1qJ7bYxi,FY9NAS62iqRVkjSwzbWkSLammaLLa7WMduHkKd7oc6Te,2A8r8QCYpqCDQkZwENSN3coCjnUXmDFHZjg9ENrFfC9FLytaZTxvGrZNJSe36Hhcq2JhbQjufALD8HKrLR2aLtfL
6k6ph5Fu5J5KihsZGihPgvRR2kDXG4wekSMtKoMhyjBc,JCXooxU444Qmwxsj1TYP7jGEdTCXBNtpUnfRQAKMFDTE,Aurorian #9004,Aurorian #9004,trace,5wMWE1wUg2MUrtLAgrqJFNBpUkLFQkbsBy6y22X7jfMw,eChU1NZZRNn6xiNYHx6as2Cc4ZNczJSr93YWesDz6CV,5SE6gsR1Ba8QFvbmJFL4NZDrTiCx8becu3fPsFvd9W474Nv6TCDyPDWTwMqKu4TZfW6yiSDbgEL9WkWUQysqufDR
8HAHcTmnjjuYFe6xqyx9p6PmuftNUpNv9KNzUGpGJFK5,7e62Xpj65y6Y2nD4BBdPiKwvuSZDLduj5QYATUFo4py9,Aurorian #2144,Aurorian #2144,trace,H9bTVueSas74np9r9uPQJeJrgQLqxZb1BWZt48xnc5ku,7wdcV2MX6yaCYYPaiaSG6PzRT2L7RMSdpT9uzRUzm91K,4vx9JJrxqXbe2SU43cddqj1b8LqpWdGVnEFnJ8AL5ug3ht2HRMWVHgFizku4K1hCpy6EHR2RRi9DGUigXhAuiQ3A
JD6qSntvWJHE5QrknoMhyuHKXccsi2fNTXgXi2MdFqXY,F5nsBK61AY13KT8gNKUn9wHTkS3KaW56RHQZVRQS9XFs,Aurorian #6766,Aurorian #6766,trace,aury7LJUae7a92PBo35vVbP61GX8VbyxFKausvUtBrt,CguUjUZXNJJptxN2x4TMoHnx3cSFmBJH8b7zBDE1n9RU,52BrSjM2DtzGDC2MJbjP1Je5G84QzqsrZ7qNt2wuLL1deaSFXDsY36rhPPcKVyY4KCWL5gMdQT6ZyWQ6E1L9fuTC
3Gz6f5ZgfGCYpyWfdxj8ePNXjDBqmox8DWr4FMGDHxGa,7MVAnt9Hp4oZdLEkCGGtGx9znJfArLKKDhuV39ob9mY8,Aurorian #9406,Aurorian #9406,trace,aury7LJUae7a92PBo35vVbP61GX8VbyxFKausvUtBrt,5k15YfLg5TmTeVUAuxpQgK4r3Dzuu9ce6RwmKUdtDXYH,4WMhyeZiygh2a9azf6CXZwf9kGQueDNRoW2WNp37oiTbqgY7QXjv1qktARU5xcL2zq6N2F7RowCFLEzU2ZXNYD9S
HDtfMRCe14K1VT6wqBx5FM7iMNeQuT5h4Na8FkC2adxk,A1rz4zBfadJSUresfsNPkpRiRQHdVAPnGvgS4iFzNenS,Aurorian #5862,Aurorian #5862,trace,6uzLG5r45RDY3D4VvyzUhFCKtZu13MMda1f95iFyTq9B,EqvDrbwNmuB8fvdb5y1AnNaxZs7NRWGGBVhesfgEsssk,51UiZotNJWHSRa19J2RT8UjDURLcwkydGvmo8e33qcrTEWaV2rKiSePKRVPP2Np1R96hB1HofVnKcfwnoj2b7tH6
3qRDxDBYwfmhsQnmytZChzWndPu9zxewmJP2MSDLZGuG,9De5Jx1rvTZfhF3YxMWys4hRAqmbTLXWtCVhX1SGAK9h,Aurorian #6130,Aurorian #6130,trace,ASGSU7Eeyz5wprVfqbKXQ5xB2sCqrCPUFFzmHggbX8Dm,CsKFoW9fNJcueYufg8cPEH59nzM1QH5FwPXUvLwS7GMD,5vxtL3FZEuSPxLu5T4hBitwrUknnRQLcdAusfmUAasFRGCvZDjECdCZ4pmHkWVjbkpyPebaMgzcLFNHmi9KZhPug
3aBR2USfBCoseg7r8knGntLrudabU3RC13dVsz2F7UaP,5A6vQjeUn6u5Dm2rsSWf41199JJzfBrKtycUPBx7V4J,Aurorian #4757,Aurorian #4757,trace,auryHMdwKGnjU4ZBjtacvARm8DcAVgEzYDzzJvVFfE8,auryHMdwKGnjU4ZBjtacvARm8DcAVgEzYDzzJvVFfE8,H7uyGXAZxwVCQwRnw7zGdG2hMYYfpRjMmHeF8hx52171Dg4bYrmiq3b7r7Sp2FoLDBG25BkUD24G4razEVExmd3
5Yec8zW5TYj86Az9tysP8hBiJd82xR4TL5mMmMk9Q4Yp,Gp2r9XF5hM94bSdHpccP9rHj9NCnqKv8QrJMVr6GGPzA,Aurorian #3991,Aurorian #3991,trace,ASGSU7Eeyz5wprVfqbKXQ5xB2sCqrCPUFFzmHggbX8Dm,5sWsediccJMsGTayzXtKWKkAaYLN17KBa78otHRrFV2x,3vtyxPgETViZx3o6JAoJLhrqJzMtomakxi4YrU35jH7FzXAMoZeVR6Bg6SX2FozhP1ATngFjUYaG8WiBEhwr5tXS
HRNd1DPQssGpLSFj9emqBv9CUL8ANokBntSykKNmEjGd,9PRx2yAjREDbXR7YVUuuZj9kcofwEotMJfTTt5gtHYFk,Aurorian #5435,Aurorian #5435,trace,aury7LJUae7a92PBo35vVbP61GX8VbyxFKausvUtBrt,aury7LJUae7a92PBo35vVbP61GX8VbyxFKausvUtBrt,5a9LMmWTsBeFRNXSqsooYkuEYD2miwwVhxEDrG8nP7Ba9G2D69hRa8cti4SwhuSLDRZnEncY2HFPttTvQirkiMWj
94SPfauci93sRYdr8LaRTD5LG37ed2pkigRvZHBLitjT,FfeVhWHLwYe7tbyuZHzEFPyapwJbkAbn1ewuj8eQDnnJ,Aurorian #2691,Aurorian #2691,trace,3Woo76j7qzNTVh3fZS4XHRv6dyJMcrtctnVLMrG3fkrF,4qxpyTsoAzHUyaFMZBGtkMaiMKdZ6KNjaFRAusDnXuze,4wqtWjxXueuAPTALbH1nvmipPAraBXN6QMiQccurErge2HrZCtd6ioVazTnJdqmdGuo1B3BivmKY6jkQRZi8NC1Z
85fXmPtKBQ9tNcXs1j1vaahFuRZzDLbjN428d8X96rW1,CCeuwivDkjeEbCK4gvg2x1rDithRJpXwahaefqUWHAgh,Aurorian #5721,Aurorian #5721,trace,2i2xwD9y5BcwPmTVvRSSFuxGihB1MnFEvRmUAP56BvWB,2i2xwD9y5BcwPmTVvRSSFuxGihB1MnFEvRmUAP56BvWB,5pxB2eafHeQ5wgu3Xp5XPCm17e7osaHF9Y43hnajz1BfP4BGt22FgWzxjEhDg6YYbE2U1vdGhSaDMhKfRDtU1B5Z
EtbQBoexQid2Cp73BxTQ6Gj76aVwY6fdpaYsuTfq9CXQ,D3rgbCsdqFkK4AaXDU5ZiPtCvM8keaFYhkfEfVQVn85N,Aurorian #3954,Aurorian #3954,trace,FPNMQhpGtXRdh4LcMBQs35KZsGpwQYJDRicPgD63gUj,GF9NT92MtEdmJwoiL5aDURhFEcu892roxyAfSnzNoE4F,39Jn2mWGQox1FmDgjViUkh5VXE2sCu4pqEcEf1UieizmtYKT6EgiFZj7YKdWYdTmNxitnNw7jSXpY8xqmPAn8sgf
BBhjGVUcK2BzNrSrPmeH3fVMNmttKZbr5eck33A7GvWd,3vfZCzgDJQz4NQWCvJuH1NGNjawQB2Px1qZFbsLWRsgr,Aurorian #2072,Aurorian #2072,trace,Gre8QtpsUZGGknnoZLKZk52kUWNF38eiVpNYUPgskxwV,E6MafktJ79ksKBG3uJDReR3pWNq3rLJTPQ3VpVs9UoTU,3jJMV6Ue9a714YWvNQd5ZARMCdtZL73QYRyPHsKSdQUBZBqT8coQ2osvqVmXRWKoaj2U5ieED7Ak8UJmEUuZyEtk
Ey3K3B5LGmuqWDMwgpTBpehnv5coFSJKW1UEidZEVqTo,CpPypFALSzbBPc7bdgx5xh5rKnbB8DMZwziHF6t1tqU3,Aurorian #9223,Aurorian #9223,failed-migration-tx,paurUkH96miLCY531mvt3Kmna7W9aD7x2zUijRHhEcG,qa9ZHBMtDVxgQWE3mNBjH8Pf4CeGAa33s5ZRotbympe,5ShTR69KGrafXP8FArBBEt54zcm6UTdFP7CjE2SSTbathrckyLwoPzvXYUCC8bY8NVrUQJ9j5iNSK7BeNnhYro1x
ETLBRyCBazcMAg3ZuL8ysrwWiv1yVv9MVdJYLgKAdGF6,Gd399XRxUCh1YHRUv9ho9QZG2D291K4iK3CYBj75i4cZ,Aurorian #1294,Aurorian #1294,trace,FbfXAR6Tn5rYvrceDtTUkFuWUkWAMzqon1g92Cc6U4iM,S1q3Z6w4i3UDGZn2ZEK2h7zVKHtSU2sLqDPqc58jA8p,4H9364aRpax5taPzzGFhzyEikjAtoqho6rywTYpHRL6QGpaYfuj7dearbqeiCbBF5TwKseG8bVDk1teG125nhfyt
78YxAwxtAu5sJERhWAgQSmpC9FowU8X6BHn6j9WGMXuw,4LN1i1G72WYvJhaGTjGo3ihJ7QrakA6HhwKwhWEbFeZX,Aurorian #3377,Aurorian #3377,trace,FJzbU79xdYJvphqAN1aLBQuNEoHJNGkwFMUXQRU3QhFN,8wPVYS9DmbfubK4ypEooUZAZidUC2VyMfttukzYdUvsQ,5juCTSSMoVeYeQJnt4qpzHPNP5V3R4qsaocfvTmfV12wLD24thwgv3F91hXD9yfopT3UZVEiAyWpFQt76WTa85wK
8nwqwCgypBQLnbU1GtJfkPxsLq2rkyrsj7gbAdbW6xkU,pb8xXVSgBkrDzT8qbLsMe5mDt9K1V3bzh1A53hdpqDt,Aurorian #6064,Aurorian #6064,trace,89Yo2uV4zXTBUg1DCoTyxvuszKyHUTVRwn9RdWsDwRFt,qa9ZHBMtDVxgQWE3mNBjH8Pf4CeGAa33s5ZRotbympe,3Emx7acRucCynsGs5yPMPeECKffcW78nuqEGZGk1HaEfesww6Roey67UjpzwgrNThm2reB67w2Z6mzZk5cVBjc3s
