asset,owner
9ZWtG6r7BmEVb3sGvSBLBXP2jNc7UmET9TbApQyvWk81,zCXX3L1QbdR7E2Vw7cB1YRY4CevmU7oyPwqK9Qg3epL
9ZnBxF5DPNyhJHMxfFDGJjsL9Kn9wFoeGhEgco75nYpj,auryHMdwKGnjU4ZBjtacvARm8DcAVgEzYDzzJvVFfE8
9ZttVyUTT3wxAgXgGk4H1xcWs37imqtxmEJq1nJUKPe,6F3Q2xhVMoQ6RzwjvWzqFc7PWCMNgq3iKzkbqMJjU2VV
9a6KXgcnto8pdgZCkwEtGinkQg4P1gzi8NonjpSbnWp2,2yEw5qTq4LXZ3m2L9KFH3BBLzUvVEadyF3p5PwhhVGCf
9a9nLLmrm5iVNBCNkh8DtfPmPhodEUktGjfGrGrBFbPx,6j5UK9nHeXEgZwKizWjiQ5HfgAdf2NANQdJxMn4dpbAL
9aE4MweRYekPyPLfqDTBaxhm1ntCDMYTRqsF8Dx9UBV5,FRnFVoakjCChVX5DSSfoyKtTqod36uQyB7deXqNB7XYG
9aKbz8aK83yfKFXCySnNmpeFY24ubz1YvijF3aVtzNc1,FBzw5DpjmvhRWF5ZgxP1F6nCrgaYXkx2q92vwr172dit
9aVwkrBZJd58do7Twe6oY46C5Dudr28a18QRM3eKJHM1,5wceam6f3i2PNykKQkomeord2dhxsmyTEaEFxVLVaegM
9aoFd7zwuTEpq8Z8jq7Bg8mRTNhupQXgrpvP7pmeXgSA,AUrox7sHx1L8mxEPrNqkVjHa16CXQ73UbgZtZTNPNLjx
9aoGjqXNDfvJzAJ348vpW6EGgjWyK3n29Wb78krGUbah,9MjruWb5UVnYPpZacsPN91ZzS5KJyVhG1JGoEd9kCHz5
9aovsgF17YkZGdbZ8mcrRCodCGLQLVFCwHTUMAjXSTVC,F5vaA4a2dZaUnJD7vUx6CuMnTqYEhmZgYTQ2Zf5Fw94G
9asYZSAjDoiLByeLBPFSG42WVa8oweUPyRLCUoNcH9xR,81MMZdtpDzevCJLcFLiSm61DFr8kqnrPVrwG9XGQnpqQ
9aw8KDr7zcbwC8HspZoJ7eZVk86KECZ89nL2SAz73p4N,87dSN6oixFj6mJvsSZFg4aYgpAwJtywkn8pPGA9tLfz1
9b1QCFTpMKe8jJW28PF3uw8Lo3hixRSbvRbCpz6v4vJs,9yruC1cumnyZDFu3kTosWG4seLmZgg7QVrdqLsXGXCup
9b4MnPTgYYJNhMgUG6DvU5hCSoLjWzP7LdYGwBa3FkFA,FRnFVoakjCChVX5DSSfoyKtTqod36uQyB7deXqNB7XYG
9b7WPz2dxRV44hj4NfnNujcFor5YcX6jVPuZ2sMcWxBD,5k15YfLg5TmTeVUAuxpQgK4r3Dzuu9ce6RwmKUdtDXYH
9b9pLB6fYopV7EUnHsuzmD6D2kBgetw4oQAJni7bv3vx,5k15YfLg5TmTeVUAuxpQgK4r3Dzuu9ce6RwmKUdtDXYH
9b9scKsTbSKf88mPnSEsa3fc1bP1ruUCVNKPGxuswX3,FCe1QsCGAa9i5w9SuPabrazVic4VpiQdgZZxo6nyBPqG
9bFp2mT9B5H162KXrt4Cpi6D5xsQLW86nGk8rXFJMRjP,EwA9wrVbjw4RL8mqpHH8HgGzV8V75AojZEssdSe2utti
9bNR4JEQWE1KUgQpp8J2B1X7uRQf1ePQDCMoQobNy91D,3AXBaHwB9QEA2H2Ur8ocX8bfxtypVNEqsEEQVP5HnKGB
9bTntfKxSwJhk5YMqfaU6VLcw4tsYevEepfH9AvFPa29,E5ETMpSXjxXVm8TXPrEdTuP7hrXQSdXN9e3HHkNJ9UaE
9babXh24mUnEdvwArSsLVjySEM3CVDtf8qbH7jSMStnr,FN56wwWrLLxojoTvjM4aS1nKoaNMJ7YnnSf7sUMU6jVk
9brw2qCz9j97ZPP1LnVB2gsTfetpVYHWB5FZS3ukq6Cz,DHNHnQowiCFmX8MeL9kzuqPM4MLjSDnhCRRaFtVx6wfV
9bx5wfEK2bvJfe58HD1cVk1wJoqSnsGVzv9rKeLucHvB,4fknsnVEUZo4toCg7y1s27C2DKqejF2XMEGmyKfMbim6
9c5Mbu7VP7NhfbcJMhQLN2byJCNkPErbPH2jKvovpT8v,4eVcByLcXGavuwEBzJuyPGH6mUzrJr4u6kcdhy6ZJEno
9cEcSzoUpBXYpt4SvV65dX1sRuPDs3WLGBpmYUCruEus,7DnqWV1732auGkzfKgNxzcEHJfapX2GbwZ1w3aqoAN4z
9cHvxBQWx5v17B7QNuSbF4yGyyQ9DieQSrX7WepSJte2,2AUrEFqzH4FSdUypojxfESvhTTBc88cMmvPPA5o7UuQR
9cVXv3cbFz83ZSLQeCarHSZscDJXVj7Cy7N2muk6vSwR,C3PvKF1Ae76CN2Fa4ATuJkWF499fRcP8LVdWkQLCrLcB
9cfSWWh63JguHcB9ARR1Z5kK6Qdf8YRknmZX4w6kvhpf,GyktjheiBQyARPaNMPTkcKwigqsYWfayGFng88WK771v
9cmWuKLUCUg56PaSENnrJ5QP6sDuY1DkHt1nLE5VNMGD,6erKQrjX85WFqyMmHK1WW6ss6gm8rAY4DX4SfjFbdv4y
9cqq5PsxbvQRVqbDFAoogE5fSw5NdiLfYaosoS6WjwzJ,7eSvqcNvVkTJCJZn4Tf27D7NKj5a2En6tGY4HkiRHbxT
9cvpWfk798C8SGKEXCfoG2iejSuX5qMCbq7g1PGmFa2s,FRnFVoakjCChVX5DSSfoyKtTqod36uQyB7deXqNB7XYG
9d9Mz2mdx22izU36ecYVmmiitT9pvUyPM9J8KBpifktU,FfZenzVM9aDbauD6urMnoVhS96woSyUftZCkRA3xJC5q
9d9ek1s2p7qMorbr6Qov4nAgKkGt1HyxfAuLTm3DJdGj,64i7yq75eLter7M12ZyZpvvnPVyUK85dp6qnZwCxZmc7
9dJBFRnPsBonYctkjfwbaiVLUguLRcBxYYrka2pyyzuT,4qYWqy7eVddKcykU7XtpLUrKYdF8VtPobn6tUuqKhWtv
9dLZDSYiCmx4wB7rXyGmdaszkMFT7NAuKtN52CRSuERJ,B3kGrxijtrb8ywPZbZvmEZtDRWnnLhAqcUj4tGJharjj
9dLeqe8pHUAaTSAxo9kM3PDVMXWycBXRSUDnMm6AkcwF,HXtRw5AtTCPk4yHUPHKwBsB5uBcuXag3fZJuKrz1V9HR
9dSUWsweJXwPV9YzqicKotd9fRJ8CC1wseG8Wh3mTESX,65F2wSi2CWe2qdkiHTTfUAVKDtCCS4fqoZctgJeWvarR
9dj379vZySmdNqT1xmkAxqBndd7gQbSKVorWn2d6jxGx,CgT89nWe6Dcmso72F8zP7sokkC1iKv3iz4PWPWH2HpwZ
9dwwjC19hMkvX8zTheHoRtRPAr1Lv3AN8MoHKWjafLaB,88JGuSQpvqEWQC494s8gcE7dJXWBHSk8n5SLTaJ63wsq
9e2whHU5uTExP5sragcMMhL4tJNV68mdHau9xLAjkAZi,CyMxRyQCgGQyBR3BS7G26Y4c3vTho4nLhDwWZHR1xKDZ
9e5S1FmurXuc2L5tCiMngbdWCrskWyJ9psrdVjYSpkPk,HTX9BkwYdwmH3xPVAyaiVC8pVusCp4gDWTqwLwzCM1bx
9e8mde2LymxoRsrBDorXR4P2u6qD184iWQP8iEa4Tz1b,Hq23RE564UaA9WNxMmT9Rtpr8RFUwaYoh6XrGnkMoUAc
9eQFKwjJYgQXYFE75UdR7YpUvDrQQXMUejxzFQvmh4GA,Hq23RE564UaA9WNxMmT9Rtpr8RFUwaYoh6XrGnkMoUAc
9eWyaQxysRA2wMfNS5fkm1zTzNsLprbLw4spnoTYkh2f,6pAKAexmPp2fG7U4BriWaNeHqo43qqQ2hwbFwSbpU6Wp
9egjRN4eeMbKFnzLgaAJZFs2VZx4yUCUF5nYKXNkMNxz,H4bPeLQmEaC52ffCLUScCnqNNFGpUt36sHvw6kxJ5wuT
9ehBfFMbYFRjoVF5tmhA9Mv2pkN4inbbyrRWEpbcQTcK,9qj66zMkDdUBFw4GaAwKBgyyLfYRt1Ax5nmQGjhV7Lya
9emvGABwCgJJ3Hko9mLrPvsL83ADfenkcjeGBJhN5Dqs,G43e2oSgeTEaxN3vc9iCKUg2AXaNhfs6KtRwoxgZ6qdP
9enbt9beJ28SWCj4xWu8tBAyXus5SVyijfacT4grnEKN,FZd43yjsqwYXSWHtW6nAL1n8obhutLHzvNbDng39Wx4s
9ets7KBYqPKJnYCHwNB8JmUsNwnybK5TUGz8BGpFrGRw,5wceam6f3i2PNykKQkomeord2dhxsmyTEaEFxVLVaegM
9eyiWnVdDF4ZfJybGLeeHq17GKWgaTGKbwqxhUaGA2vB,CqToK1x3z8UuCmo3WJ4wYLP5u3E2zafw5T3J9oFxQ3GW
9f8dgGKsTrS5PQHrcx1wuvFA14HvMoknyEVtePfzzDtW,8ApWN5hV2nJPELuJgD25hSv8dJf23TUPk8urQnn5dEe3
9fCQUine49YMi7D7G7aedQFyC8F32eejjFxyTmUUg8Xg,GGhjJcmbLsasjgjsF19eSxHmEcPbgXpE4KVhCb6kQf7J
9fGQpX5441nd6qJz7WDLsQ4HWPhUcY5EGUu2FqTXvsr3,9h5ZUmewepPUFsaPW2ND7bkvX62nZZTuzY86hbYMHS8m
9fSsZEwqNbpeovezbsCRZEBRqQ55Akf8FdB7HQvTxDQy,Fa8TzVCkeQd7ZMcGNZEvC3kvSKtxMymdv1gCVZoPexuW
9fTtDoSdTtFh4KvnXUqdiBtTCkGSDoiqM7ruhUw5ZbpP,DN8HL36NodvbBUJj2Q5gYMWCcLgY78UXFZfXGG9BYSSX
9fogcHDq77zxjbr81G3tSRJH5fDsCHUiCxSGuby44bbQ,57hqwGnbeFhMd42QnGavCSmpTth1s7PCZMkDuLQtbbQ2
9frVQWMEYxSqU7iPYokiHbBFrN53yJDP3tVuKBefvM8s,G43e2oSgeTEaxN3vc9iCKUg2AXaNhfs6KtRwoxgZ6qdP
9fvRkBzZbVHSgcae7Q57uKuNR7mfEGr5FD6ZnbWcTb4m,5k15YfLg5TmTeVUAuxpQgK4r3Dzuu9ce6RwmKUdtDXYH
9g1JGocp3utE35KqYhpw2sf4DRsiKB7Bn7Lmj9hgYXuS,81MMZdtpDzevCJLcFLiSm61DFr8kqnrPVrwG9XGQnpqQ
9g58BVM5Dvt3cEGCVUwSjdSu6gboeAvM619wFifajJJe,ByWuxBfjXEExpbzSKU8L1ZdsNyvuGA31wrmTLdkgnBnR
9g6QEUdKVZzzPyLjaaoJnP2mhsxddEYC9wridgGQXYcU,FHbVUUSthmyFC1vt87pVcN51GSirxy2NAu2P3cQvUs5E
9gGMDvRWGfsfJv8QRJdg5Bs8dH3x8SuR1FsKMw1qFfB6,3FDL8YwuAwCgwY5mx9CnZjiBXkxZv1v9U8AAfCV74X68
9gR4dUHiU9PaRVLadYFUaLvq1xyPRr6RawteK9QKwkA4,AeWhuoTTUqRaQ52JrLQkAcXy2CD6kDX713bf5YmoCTMP
9gYNxDe5xjPNQrmW9R3K5EvWKrLn7oxx8AkBE1BqifNA,FRnFVoakjCChVX5DSSfoyKtTqod36uQyB7deXqNB7XYG
9geCszRQFjJcPuZZ9mTbrRGrsu6JEXVQM2ALrbXY5Sc5,DfSEkjeMh3DA78RiQF175xawVP8DRNDw9B82By18A3wZ
9gpGkWLgdA68319QLGsD6Lro6T8XhL42zVBNevJh4zKx,64i7yq75eLter7M12ZyZpvvnPVyUK85dp6qnZwCxZmc7
9gpz4RHgnYnJA6mg7sd14WtrVmKZWLjWXEx6ttYN42bC,EDxk7SAmyXoxyAUpJRJZ9KHbqp2ewsYkhggkax3ToWd8
9guU3w6jhKHC435ZyvL27MCAmjn6HHmbg2S5ypaxCXqm,C2cVu1e2ENb32NoQ1vsqKZ29ykvjoqXrytUqPvVzMCEK
9h14zBPeGKzSTCJfR8d6t2gRznL7FQGqjUydjZkFnAth,9GFaGfW95MTJ8Vzjbq3yPivjimBbpVhCkfz1z3rueRt
9hBisq3oDhNi5L4Z3LzpZ866JoaemySZ7DQhvz9ZFs6n,HiG5keLdeMMUnLSqZEYR9WwtnjxvWJpDrCDHtwZhHBMb
9hTKeaYqauJYxnbmPXgFYfCxvz73Vp7wDFNuKib2Nx9j,CiS1udKWfC9tQqMLE2pDCryHMUyoCaL7PNWY3hm5o49x
9hccahNVBckXBQi6dDiC4mY6ryjQ3Roo8RSTzDWGHhv7,aumuHzMdUFiFCvJ7kk1djU4CViSzxJk3FjXTXgvdNZn
9hhtzZVQxzZjXC3PuNibxVY3SKmcmPmE2MZPnn6EQgTq,CQv74nfjbVvbE7a6DDtpeqCsFi3M2yTZsw2cJjnsSykn
9hmRr63Kb89KnLtHmY4PGzZtV3K5cwwdX1sPeM63jyH,4eVcByLcXGavuwEBzJuyPGH6mUzrJr4u6kcdhy6ZJEno
9hoGnhVCU7jfFZd6sBgc7MA1nYkntcfHFiDccG21nnhU,26UgX9WSX9vadYdgfcp69nkYK6mjgfkVnHkfkGCyyqGh
9hp6q2ddehMuXpeknZUrYDZRmfFgPbRCTsxrQAPXTGzh,FXeGT1Akb1G3FbAbMp74ahMYEFwcUXXK19iVEysA9Dp8
9hpM4RvZKGBGtBPDdgpphtZnLkwfRNzwGDr3QB6BQpvD,2fQ9rYsqub7fw4EeaKVoY1Ub2YdXMAqmqG5SKWTuXEaH
9i2WwmUgeSsfTXXgW5xbv87nsMi8189nxqVNpeysHHWe,GZ5RZzLmkQZSmGgTEsQLsVJZNBwHxAw68e3pWo3jC1w4
9i4sVJ6qyMDFNEaEZd7KTZGKPyGmsgodgGYqPE7kQPoY,41ekimDUWs3fcF6DWEivq2wkhbPW8oCDnv95Lf6Gn9D9
9i6XJG8TTbebpotkDNy67hpyS2Jj3gxfgp8XUoop3z9Q,5k15YfLg5TmTeVUAuxpQgK4r3Dzuu9ce6RwmKUdtDXYH
9i847zrtZk3xUKQNdBus3Gths999HfaYt9VGgW3fiyq5,9qj66zMkDdUBFw4GaAwKBgyyLfYRt1Ax5nmQGjhV7Lya
9iFf4dyw67ZtfDVYcVm3HzqGPLUFLiAkoEXCNNZpuZSQ,55mWAH7Ee2WHmwgpH29z7u3kqHT7zzXgTTbkjnsUrt7h
9iGgrFuYLZHRxMe7DoiTvUw2HCGxMF6omxWztivb11KQ,EzqqfWM2QV2gD8M2J3z3FAAB8ojTHC1bYeURbSbc8LiM
9iJHx4A3BSG8427VL2GdAQrTSQiuf7zN5Pz8UzPt8waC,4uWjL28Ryp44RX6Lj6f7weTTZKFPphvrMVUuYAABJesP
9iLb4HZZKw58gxAuFi32iXNVqrQa4qwWRMS2VibyqDbQ,8Hj4C4Row7TkhXyG53NaofbaJW6xYmZCpKPzYLdNGJ5P
9icQhHo3VbdARDhs5sh9NDkA85XvKot5SK4NqR7Evv21,6V7SFR9DBWfQKDdMdhHHszN1K4e9XsRKD6fby26WWNfh
9icx9Rkp6g2fCwZBoaqnb7xF7SPxsswNQzR1oPN41fwg,HhcMjf1dg8ysC1AS7m84AccQEoXAsMuumnG41pt6vd87
9ii9Z6fmvSyoKdwSBp1r2QfhrxjHpYgjSU4tRNgQ5AXU,24mDmQTZNbQcyrZr4zWwbjgafR1DXRFPPzbDeGTg1ZgN
9is7qgNwrugoVD2SuVDhbFjTafGKwNJdpJVBYJAy5YB5,4qYWqy7eVddKcykU7XtpLUrKYdF8VtPobn6tUuqKhWtv
9itqMWAWzDG2NmPUNR8m8FKHD5QbbftpFBqZ36ngeZCG,Fa8TzVCkeQd7ZMcGNZEvC3kvSKtxMymdv1gCVZoPexuW
9iuhfMAixwskxePkDo3ouu5RHGukd2tyeZonaquGbfPC,FuHA9LuJw1YjAHXoeAcP7esH78h7tzozexhhYjs7K5Zq
9iz5LHg5E1qwZabRHZyBoW4j7nAdxQBjGd91kfRrrsBd,ENh5tGAAvc1dkBoQbQ7nkiMPm9yBc3by4ttu9KPSTRnr
9jGBFtaRW6yZGkSL9RnrragULujuqNcw8zB8ZqbTyGdw,ZNHfnwWf3i2eqj9Yu61ZpQy7di8hnzHX5wDB1HFCQn5
9jU3rpCYefcW1gwccE5pNYHmnHJQFEJuVme2Ag23gagX,2K3gSqgQBijh7DaUEA2HcmYk222iKhrvtuTC46vRrpzH
9jzub8VtAucn9rri88LgipwUuTNPkhxxmUqycSQoYcNg,GNfYUzErfvWaKNaUfDFgWGzC7RH96dbQtgLcYcRUf2c
9k2gBRNxBNbUKXChA39bdgY8jB6pJkNoEa9dDnQMZUrd,FRnFVoakjCChVX5DSSfoyKtTqod36uQyB7deXqNB7XYG
9kBDaEvignCJ9cWWgKUBPtGYLpm927eKAnEhPWyiDdNX,64i7yq75eLter7M12ZyZpvvnPVyUK85dp6qnZwCxZmc7
9kEbwcKFMG2prexsuE3reuh9ndajyJhYLPdtpUy8cBSD,9BRS7c1XQMir78CYqVzGvtLJUuSd7JxrRat7xMN9Gxy8
9kMX6BdVMs32ZXjA8yBgSzinwzBAyrZbwvZdQHRR3vd3,HTzFNCSQABmPQKnVQTaYNmZdK8y3ySaxFPVQsudtjubT
9m1h72nS7zbwpu443c1tFqVSoFVn75yCRu2eCGuzTt4P,SeJ3rD99FjT5PtEbYcfHvbt1fJ6becwRaEqh6xxyQCC
9m1ykzSMJ5SB84QyDggVT97ah6TjLSkzb71Tdi6VCnH7,94iJ7CSZhu4ieRnjCNqSEesJbMs4hzasjaTEvK8cbCE8
9m37DgVtWGU2iHzYYviMjzWLLqCCQT13vXua4MoYgzLZ,AvRMJMZv4dLD8K6zP3rCxSeCa7GJL4BkeMCcriQ1yngP
9m3ScNmft5tWpyEYCicjwyE7gUNuVfmacmUEwECxkaA1,aumuHzMdUFiFCvJ7kk1djU4CViSzxJk3FjXTXgvdNZn
9mMjmDh9ksojawRY6dpN9j3hgF94x3UbGEFh1VK2gWzi,EDxk7SAmyXoxyAUpJRJZ9KHbqp2ewsYkhggkax3ToWd8
9mRHE3AR86gtnDFVXwPZ8Mit9et8KfEZKNVoSEtBbPbJ,3935KxTT9PrqnQJjCjvkpDKDv59SZDDxjMCXR3N3Phac
9mRi77UwK9whyhLkYRWb9L1DrN8riG2UKS93XVpBJNyz,HJ96eNUyHg3bmDtWfL8e4ka7xvwLbtT24emtzwMjHkdw
9mWHHURcYajz2agtXe958DDv3YfUv5obtgEGhN2u5oYB,BcV6o6pKeJNe9dq9QLusLvtgDD7CnG83uGbNznXqXfjK
9me7yS3qjvWGwwmawhQTVNVr7gsbRwb8ajeUWm3QPpUp,DrqP4PzFKcViMrVkq1UCJnq8v9TPHTGYcwucSLH8SPRA
9mjsBb1L9KLHJzJStc3G38Tnwa3ySiX6g6e1EZzwFt7,9oGJwWzoWNUdsLq4SCHC3wMgzJ5vJQHnpqXnRbsLqxhd
9msGgp8EgiULsPQdwP8miRUgVtkFFU5tWNpoWUkF83kB,5k15YfLg5TmTeVUAuxpQgK4r3Dzuu9ce6RwmKUdtDXYH
9n4JWqsRAAAiUhbtv4DBTyY2FKMYpTc2fwRtZRkP2LqG,4HqJXdYyvgkhNmzrCuFMCH9p6wkcGs9bo5RVHUcvPcWJ
9n7iaP1JxNuXb5kahnj7yFKXr4yPfDTzyWRri7kcZMN6,EHH3PJoP5pDrjqBuafubpv6mxRWJ1GTniNGrEFFaUis6
9nbg7sUphRGJufyg7DFFoYah1P9gBtEGyy6dy8GrRu3D,3r69kgo1Z52oLN16VJJouSAuu4avXRvqsopfQtqe1hce
9ndDYMacd9GEgRkrxQchp6miKyx5os9HKvz3he3wed8H,5wceam6f3i2PNykKQkomeord2dhxsmyTEaEFxVLVaegM
9nh4P8tDzn8hxCUSN2Fegr7FQSQpvJQ9CWguS79BHn1b,4zhjTfQJWFM1mE7sj1rYg2bjuZjokcVKRNWVmKsuvCBF
9o5V7VCT5wAJuWkrLYLUxqZ6JsAk9KeYmuuWpvJ3YGBz,71HtZCnRRWaayEg9HrSoSmfJMwjsBdNiqGhGShCBNLpp
9o867h2Z6VSCCgh2YqHsaxZjQtHVWUPN8NmWVZK2fmiG,4eVcByLcXGavuwEBzJuyPGH6mUzrJr4u6kcdhy6ZJEno
9oCJtvRUp1cgGHQLTBJMkDNBDApgvTRA2yDUtzPtTKFD,tpdGyXMMgtcRm7Drvbj55vEbv1t8RDscyjVCmrF5Zrj
9oPVJK2RNaRcARmfpEi3XH2zwQZ1inf84gJjQYjfDwh4,88gNHWScPbq75QunYtRi84YqvKwJZ1cjmqrF7chp8VXo
9oX4c6BYDNvMXd9rJ7gLbeDdHmQQZRrCKxr5rXTCq4DM,AbPBdaV4HX8kr8UVpDDomrLFXMs6HZV2Y35Mj6hZUBth
9p6wkaaUYY2LhQaRomZ3A8AMQQNXkMbif4AKnCPZAZuU,6tMR8UKEPPcKDbLx5F1a7poY4JV3vhmKN8p9a4DtC7LJ
9pR8q2n3HCku6ZYqkzZxDHNsk8i2gtJgoDBTjPqfd7xy,D8iwNWsfRkg6oNy7AyTevRxNPGUKZZ2oixoqLiinSSor
9pRGJqadhnnSxF2YAWwSQXr6Wx73jwduYTRTFPydQpq6,3MmUSy6ivvthYYkbX7nn9T9bLiZZa5UonYGhjZvuDrk5
9pTyQfp9B6TvWScBveRLEeLPGXY9iYREDRbWuGWJESoR,DYBAjkmswniwXGhEpS3LyzH6ZKkkxBgWVaRLqtQBQUrM
9pxLi73pcjJY5NakYMUEwDcVXjHea6X6bxGiNkvo8WMn,77YwEfwafni3jwyfK9jwrckSTtBHHz4NZrHozsULZj7M
9q3bicAAxPGAPchoxwG6EMvgPU8jkNNrphhQexZD7NAS,G43e2oSgeTEaxN3vc9iCKUg2AXaNhfs6KtRwoxgZ6qdP
9q7fmSW82ybHGHGTTjXsf3w7s7faonPRAv47iH3knrHe,tioEGUcmaUSRJwGkddEYZHuhnUG47uirBmds6aELE1x
9qFPB1j4nGa7FtL6egT6FPxtm755UL5gu8phZFosM9x3,9qj66zMkDdUBFw4GaAwKBgyyLfYRt1Ax5nmQGjhV7Lya
9qMNVvAV3pJX579QRov1gkCBSjBepgHrKN4jNLeBpbzL,2Ga6hzy12f7oFvS1zSYvUmvA5fLWiNP9ep5q4NdruTci
9qPM3chKeqrTb8UE8teqLjnCA3x4GUdmDpF2tZstMysY,FRnFVoakjCChVX5DSSfoyKtTqod36uQyB7deXqNB7XYG
9qRd5rDy9nrP3jEyYMBnZHFfbHMFax2b8ZjS52zoQ9cw,CB8Pr9uzrrFw8BFnCqworH1wMa8DsmbSKgUNwVWnDGrL
9qrZcmQJfy9UCH64XU1N3ShviJ6DE6YdKgNVWMvtP3st,A7b5JoSpdLjBiC8mnUrXtKmWfxFv3gPgB2E1Ys2PgwB9
9rBvMhxkJhK4qfPkaNXJyuajxkeY7mTKX5EXciQNxTAx,G43e2oSgeTEaxN3vc9iCKUg2AXaNhfs6KtRwoxgZ6qdP
9rEQgKCWvtrrysoYeAAoyvqd565gcWmScNTr46Fn2bfE,P1s9JzC4p396kkiNpn1uWz7VTdjTwqNxXcwUe51UxqV
9rXvbdqYRootWEqCtDCgwpLi5nsrt5rpDMWRPBKShE2s,CB8Pr9uzrrFw8BFnCqworH1wMa8DsmbSKgUNwVWnDGrL
9resD2WHAkS1M2YMgcKnM5K24pXBhMZbxUkJBJpgqZ3C,H48EDPyj5x3rQPtj1z2PazZRsXctFmRR6jD6Tnr5JP34
9rrKEHAHiwNdG696JgoU71wWPrVnCdartQ9kkjvNGBQx,DHNHnQowiCFmX8MeL9kzuqPM4MLjSDnhCRRaFtVx6wfV
9rwB9XuLxsbxmUnP7EG86492mXV2i2gKxUTmNcM7y2QD,Hq23RE564UaA9WNxMmT9Rtpr8RFUwaYoh6XrGnkMoUAc
9s1fnFwKtGacZhj6HF8c2kmH1EWaEV5MWm7RX5Xfd2jC,qstNWZCoEXK7Ro3kUbT7ujw3LUG9sxXHuvkiYX3JgHw
9s38yFJdDKSVuqUvnjdAzk5RpmpF9X8677vmPfTLQeq,PFgSEevgXAm1vvgxPfs1erxuMiZTJkpXKQPLJvLFD18
9s54WhAREKNdtzCxkszTJyE7nyKdP1BWdAjitsuYkU4H,44axFzPg3wATQSMqbpELaqy8vcj1VAqcYDGmWMnZ2fsR
9s5LrfrDS5s4zDQF6Q4CHgVMGTevwAJhMqKKYbaDas8n,4scCoQKHbS2U8YvvVsp7HskFtXuX8qSPzDTbmCw3FVmu
9s8WyPiPMXAKM42sTZs9M7yNFbhdvrs9QatNLgqNF6SD,4PnnfaFNxZjYSQNWzY1FBp1RNac4cX5eW9n1DeUqJgWJ
9sGApYdmmEyrngq9RpT1673EBUMwByzCx2TR4DT5rEt2,ActbKjjQmsHDrEssEPKdkYhQGYfft5jn9Xk3ztbgGR29
9sGLnaBuarqCozYa6fwvxfHLhKGyuQNqXgZNtJjHNUMn,GdRRR7ARFZS6hX3hKWafL6EGDz15WhKxkiFWZrz2j6Gz
9sLEXFcC7jjZTmBA1suFTKYYNuTaoT7YNYCPwYLyXiRz,Fa8TzVCkeQd7ZMcGNZEvC3kvSKtxMymdv1gCVZoPexuW
9sRKjbHpT2S4mgRMwwCVn4NRoDvd7jergyfTJJfoNEY,3ZE4Z1nQVr4HBQNwwRKtMLZVQ6a1zadqtXmQZSpLb2fS
9sU314aKPqywoVKAnUTuc1dWvgBnseE77D7A5E62NN7j,9SMpGA4Y6VJKHfu7A6B4TtdG85wyUFH5Dbmk1scEv5my
9sZto3eKYmtsZfWbDG6YCNH3zuGztbiCtaMi4VmkLM7h,25TqXN4ToREvj3CVYJcTP1MWbbi9Dd7uUeQ7uTW7pmnU
9sexSY5uMnDfc1a6NxHhXDpZdXaCFf1dbXR2fodsQM7R,8mdWvYHTwRdFL1af5RzzoFmp7Z3tXqRXFZrSY5GJXC3Z
9sgHthZuPoPG2ExrR5zGtrD79JeAH885XAn4jwFfJWgs,aumuHzMdUFiFCvJ7kk1djU4CViSzxJk3FjXTXgvdNZn
9sqBptR421QmXzewvDohhyi5K187fCM6JrkwpgDqj4xr,5hNxt8NmAqbK3mANRxsNPBUwiisfc5pUZawpWt2aiacc
9squc1hrvc11HpmfkjzwcrsorBum2EQ8pABcMwUV6xru,HTX9BkwYdwmH3xPVAyaiVC8pVusCp4gDWTqwLwzCM1bx
9tF6u9fYoECfnKwyFt7zGEPKUx1RMnfTunTzbLjw6kSx,9KiwrKemRrjjcZpfzk2czUBrbHwytP5hbeQmiAKYPnUD
9tRhu5nEuKGwtm1H3UQKDjkTSxHasNu3N9L6Zoo1dKEt,HLTbt1GFVeazhS8VmzsBXyoFgkMu6JKQMnumPguiLcWq
9tVm4ZZAYbXnhG6hNghNTfcFwhNy84hnBpCqSqGYt6Yh,3NeVP6FQht3C3KKQBhAAKtNKpqzNGgvwajuZDSJaYNps
9ta2joscfJ9NN8RbDMFY2TZ39X8n8998o7JjZwyQrejQ,EPhWVVFfyu2UbmowFUqqg7Htq2dt8rRjvDhq7mSLmKq1
9thjbZuQeQs6G4EyeeM7xpGwJWfuLhYEpjTa6kh7zQGW,6Dk5BrJ7rN6rVooRG1fTvrX1qmG453CGHKf15cAkJcFP
9tn7aG8LPovqe7QGQjwUeLEPaK5mxZ6fNSCN7JLacupR,G43e2oSgeTEaxN3vc9iCKUg2AXaNhfs6KtRwoxgZ6qdP
9u3dHVpRqoxs8hW1tUbtMWRGRs3frB7T39GN3EXT6BkG,auryHMdwKGnjU4ZBjtacvARm8DcAVgEzYDzzJvVFfE8
9uBGzemMDgmFBbRnt31qjeB2DxBycdauxgZE67SY8vgY,5xwFoMzm8Pyiyvxre6yMwhuMNWWGDpEGELsYsCAKYBko
9uNdXd8jER2X324QGcc22tJpQKmL3MAPWnRfW7j6XqaK,88gNHWScPbq75QunYtRi84YqvKwJZ1cjmqrF7chp8VXo
9uQKvFKVkJZ8znSH4foKLfmcovSq2c2LsL5Mo13RVNyN,EKPeNExoZ9ExLH72G7J8AFUN939PnjdXohnQK5MkWCuV
